frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.82,1,0.00,0.00,0.00,0.00,0.54,0.87,0.00,0.38,0.27,0.00,0.00,0.79,0.26,0.59,0.68,0.65,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
2,0,0.033,0.88,1,0.00,0.00,0.00,0.00,0.53,0.66,0.04,0.36,0.21,0.00,0.00,0.79,0.14,0.75,0.58,0.93,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
3,0,0.067,0.88,1,0.00,0.00,0.00,0.00,0.54,0.60,0.09,0.37,0.18,0.00,0.00,0.72,0.14,0.80,0.54,1.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
4,0,0.100,0.88,1,0.00,0.00,0.00,0.00,0.57,0.73,0.08,0.38,0.21,0.00,0.00,0.62,0.18,0.78,0.47,1.12,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
5,0,0.133,0.88,1,0.00,0.00,0.00,0.00,0.58,0.74,0.06,0.53,0.19,0.00,0.00,0.66,0.22,0.62,0.41,0.89,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
6,0,0.167,0.88,1,0.00,0.00,0.00,0.00,0.62,0.74,0.04,0.72,0.20,0.00,0.00,0.75,0.13,0.44,0.30,0.68,0.21,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
7,0,0.200,0.88,1,0.00,0.00,0.00,0.00,0.69,0.59,0.06,0.83,0.19,0.00,0.00,0.84,0.04,0.25,0.30,0.41,0.37,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
8,0,0.234,0.88,1,0.00,0.00,0.00,0.00,0.74,0.59,0.13,0.85,0.26,0.00,0.00,0.81,0.00,0.21,0.37,0.37,0.35,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
9,0,0.267,0.88,1,0.00,0.00,0.00,0.00,0.81,0.69,0.22,0.88,0.31,0.00,0.00,0.81,0.00,0.21,0.45,0.36,0.28,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
10,0,0.300,0.88,1,0.00,0.00,0.00,0.00,0.85,0.83,0.29,0.98,0.40,0.04,0.00,0.84,0.00,0.14,0.38,0.33,0.13,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
11,0,0.334,0.88,1,0.00,0.00,0.00,0.00,0.88,0.84,0.24,0.98,0.39,0.04,0.00,0.84,0.00,0.07,0.37,0.32,0.06,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
12,0,0.367,0.88,1,0.00,0.00,0.00,0.00,0.85,0.80,0.14,0.93,0.37,0.04,0.00,0.77,0.00,0.02,0.48,0.30,0.08,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
13,0,0.400,0.88,1,0.00,0.00,0.00,0.00,0.83,0.73,0.05,0.90,0.30,0.00,0.00,0.63,0.00,0.00,0.60,0.25,0.13,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
14,0,0.434,0.88,1,0.00,0.00,0.00,0.00,0.81,0.74,0.05,0.92,0.29,0.00,0.00,0.53,0.00,0.00,0.62,0.25,0.15,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
15,0,0.467,0.88,1,0.00,0.00,0.00,0.00,0.83,0.66,0.10,1.00,0.32,0.00,0.00,0.50,0.00,0.00,0.51,0.35,0.18,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
16,0,0.501,0.88,1,0.00,0.00,0.00,0.00,0.81,0.63,0.15,1.02,0.36,0.00,0.00,0.51,0.00,0.00,0.40,0.51,0.19,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
17,0,0.534,0.88,1,0.00,0.00,0.00,0.00,0.81,0.62,0.13,1.01,0.39,0.00,0.00,0.55,0.00,0.00,0.38,0.62,0.21,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
18,0,0.567,0.88,1,0.00,0.00,0.00,0.00,0.77,0.67,0.12,1.00,0.38,0.00,0.00,0.57,0.00,0.00,0.41,0.56,0.22,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
19,0,0.601,0.88,1,0.00,0.00,0.00,0.00,0.80,0.59,0.09,1.03,0.37,0.00,0.00,0.51,0.00,0.00,0.46,0.48,0.22,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
20,0,0.634,0.88,1,0.00,0.00,0.00,0.00,0.84,0.57,0.09,1.08,0.40,0.00,0.00,0.44,0.00,0.00,0.48,0.43,0.22,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
21,0,0.667,0.88,1,0.00,0.00,0.00,0.00,0.88,0.49,0.10,1.06,0.43,0.00,0.00,0.37,0.00,0.00,0.49,0.40,0.20,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
22,0,0.701,0.88,1,0.00,0.00,0.00,0.00,0.87,0.55,0.13,1.05,0.43,0.00,0.00,0.39,0.00,0.00,0.54,0.42,0.23,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
23,0,0.734,0.88,1,0.00,0.00,0.00,0.00,0.88,0.67,0.18,0.98,0.43,0.00,0.00,0.45,0.00,0.00,0.59,0.36,0.17,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
24,0,0.767,0.82,1,0.00,0.00,0.00,0.00,0.89,0.80,0.23,0.96,0.43,0.00,0.00,0.50,0.00,0.00,0.59,0.29,0.10,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
25,0,0.801,0.82,1,0.00,0.00,0.00,0.00,0.95,0.93,0.27,0.94,0.42,0.00,0.00,0.56,0.00,0.00,0.60,0.18,0.04,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
26,0,0.834,0.82,1,0.00,0.00,0.00,0.00,0.95,0.91,0.31,0.92,0.37,0.00,0.00,0.54,0.00,0.00,0.51,0.14,0.07,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
27,0,0.868,0.88,1,0.00,0.00,0.00,0.00,0.95,0.99,0.30,0.90,0.35,0.00,0.00,0.56,0.00,0.00,0.48,0.19,0.07,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
28,0,0.901,0.88,1,0.00,0.00,0.00,0.00,0.92,0.89,0.25,0.89,0.35,0.00,0.00,0.53,0.00,0.00,0.42,0.35,0.05,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
29,0,0.934,0.88,1,0.00,0.00,0.00,0.00,0.97,0.93,0.24,0.93,0.35,0.00,0.00,0.55,0.00,0.00,0.49,0.42,0.03,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
30,0,0.968,0.88,1,0.00,0.00,0.00,0.00,1.01,1.01,0.28,0.89,0.33,0.00,0.00,0.51,0.00,0.00,0.59,0.42,0.03,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
31,0,1.001,0.82,1,0.00,0.00,0.00,0.00,1.07,1.29,0.39,0.89,0.32,0.00,0.00,0.48,0.00,0.00,0.68,0.30,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
32,0,1.034,0.88,1,0.00,0.00,0.00,0.00,1.07,1.41,0.45,0.96,0.31,0.00,0.00,0.51,0.00,0.00,0.77,0.29,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
33,0,1.068,0.82,1,0.00,0.00,0.00,0.00,1.06,1.42,0.49,1.08,0.31,0.00,0.00,0.52,0.00,0.00,0.80,0.27,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
34,0,1.101,0.88,1,0.00,0.00,0.00,0.00,1.05,1.38,0.53,1.12,0.26,0.00,0.00,0.57,0.00,0.00,0.79,0.34,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
