frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.29,0.00,0.00,0.00,0.51,2.10,0.08,0.02,0.90,0.52,0.08,0.61,0.00,0.06,0.08,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.12,0.00,0.00,0.00,0.59,2.12,0.21,0.10,0.82,0.55,0.04,0.79,0.16,0.25,0.04,0.00,0.29,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.03,0.00,0.00,0.00,0.57,2.22,0.22,0.14,0.71,0.68,0.02,0.89,0.27,0.31,0.09,0.00,0.29,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.03,0.00,0.00,0.07,0.70,2.32,0.22,0.15,0.73,0.66,0.00,0.92,0.39,0.25,0.14,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.93,1,0.00,0.00,0.00,0.07,0.74,2.25,0.05,0.23,0.83,0.80,0.01,0.87,0.30,0.27,0.13,0.02,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.01,0.00,0.00,0.13,0.93,2.26,0.00,0.33,0.98,0.75,0.01,0.87,0.37,0.20,0.05,0.07,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.06,0.00,0.00,0.21,0.96,2.39,0.00,0.37,1.04,0.79,0.01,0.96,0.36,0.19,0.00,0.08,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.08,0.00,0.00,0.40,0.93,2.52,0.03,0.49,1.09,0.68,0.02,1.01,0.32,0.11,0.00,0.07,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.15,0.03,0.00,0.41,0.80,2.45,0.03,0.46,1.07,0.61,0.02,1.03,0.16,0.16,0.10,0.04,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.93,1,0.23,0.25,0.00,0.30,0.74,2.41,0.03,0.42,1.06,0.60,0.02,0.95,0.05,0.15,0.10,0.04,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.93,1,0.30,0.44,0.00,0.15,0.65,2.24,0.00,0.37,0.98,0.71,0.00,0.93,0.02,0.15,0.13,0.04,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.88,1,0.32,0.41,0.00,0.07,0.65,2.29,0.00,0.38,0.93,0.66,0.12,0.92,0.09,0.14,0.03,0.12,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
