frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.82,1,0.00,0.00,0.00,0.12,0.00,1.52,0.54,0.28,0.04,0.67,0.00,1.45,0.00,0.87,0.00,0.53,1.09,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.82,1,0.00,0.00,0.00,0.06,0.00,1.21,0.43,0.33,0.02,0.35,0.00,1.42,0.00,1.09,0.00,0.25,0.95,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.00,0.00,0.00,0.02,0.00,1.07,0.32,0.38,0.00,0.13,0.00,1.38,0.00,1.19,0.00,0.07,0.90,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.00,0.00,0.00,0.02,0.00,1.02,0.24,0.37,0.00,0.01,0.00,1.28,0.00,1.20,0.00,0.00,0.87,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.00,0.00,0.00,0.00,0.00,0.94,0.17,0.54,0.00,0.25,0.00,1.42,0.00,1.23,0.00,0.00,0.84,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.00,0.00,0.00,0.00,0.00,0.86,0.11,0.65,0.00,0.30,0.00,1.51,0.00,1.31,0.00,0.00,0.77,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.00,0.00,0.00,0.00,0.00,0.92,0.06,0.77,0.00,0.33,0.00,1.62,0.00,1.42,0.00,0.00,0.73,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.00,0.00,0.00,0.00,0.00,1.08,0.05,0.73,0.00,0.24,0.00,1.58,0.00,1.52,0.00,0.00,0.70,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.00,0.00,0.00,0.00,0.00,1.23,0.04,0.77,0.00,0.41,0.00,1.55,0.00,1.57,0.00,0.00,0.67,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
10,0,0.300,0.88,1,0.00,0.00,0.00,0.00,0.02,1.29,0.06,0.86,0.00,0.49,0.00,1.58,0.00,1.55,0.00,0.00,0.68,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
