frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.03,1,0.00,0.00,0.00,0.00,0.94,0.39,0.00,0.00,0.21,0.00,5.00,0.80,0.76,0.90,0.00,0.63,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
2,0,0.033,0.98,1,0.00,0.00,0.00,0.00,0.88,0.37,0.00,0.00,0.17,0.00,4.16,0.55,0.70,0.84,0.00,0.69,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.98,1,0.00,0.00,0.00,0.00,0.82,0.31,0.00,0.00,0.11,0.00,3.93,0.39,0.65,0.81,0.00,0.70,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.98,1,0.00,0.00,0.00,0.00,0.78,0.32,0.00,0.00,0.11,0.00,4.29,0.34,0.48,0.74,0.00,0.47,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
5,0,0.133,0.98,1,0.00,0.00,0.00,0.00,0.77,0.38,0.00,0.00,0.14,0.00,4.77,0.27,0.39,0.72,0.00,0.24,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.00,0.00,0.00,0.00,0.77,0.52,0.00,0.00,0.16,0.00,5.00,0.16,0.19,0.71,0.00,0.02,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.93,1,0.00,0.00,0.00,0.10,0.79,0.68,0.00,0.00,0.14,0.00,4.86,0.03,0.10,0.73,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.00,0.00,0.00,0.15,0.79,0.75,0.00,0.00,0.11,0.00,4.79,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.00,0.00,0.00,0.15,0.80,0.77,0.00,0.00,0.12,0.00,4.52,0.01,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
10,0,0.300,0.88,1,0.08,0.05,0.00,0.15,0.74,0.72,0.00,0.00,0.12,0.00,4.10,0.04,0.00,0.67,0.00,0.05,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
