frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.33,0.00,0.00,0.00,1.31,1.96,0.70,0.00,0.44,0.94,0.73,1.09,0.41,0.25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.93,1,0.41,0.15,0.00,0.00,1.38,1.76,0.34,0.03,0.96,0.97,0.64,1.10,0.27,0.19,0.15,0.00,0.16,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.93,1,0.46,0.30,0.00,0.04,1.44,1.64,0.10,0.03,1.25,1.09,0.56,0.88,0.14,0.11,0.25,0.24,0.26,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.93,1,0.56,0.63,0.00,0.05,1.45,1.56,0.00,0.08,1.34,1.22,0.43,0.59,0.12,0.00,0.37,0.41,0.37,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.93,1,0.74,0.89,0.00,0.10,1.48,1.70,0.00,0.09,1.36,1.26,0.37,0.44,0.05,0.00,0.36,0.46,0.40,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.93,1,0.88,1.08,0.00,0.06,1.49,1.74,0.00,0.09,1.32,1.04,0.28,0.56,0.14,0.02,0.26,0.22,0.43,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.93,1,0.75,1.06,0.00,0.05,1.47,1.57,0.00,0.04,1.28,0.76,0.31,0.67,0.17,0.05,0.13,0.05,0.32,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.93,1,0.57,0.90,0.00,0.00,1.45,1.47,0.00,0.00,1.21,0.52,0.32,0.73,0.25,0.07,0.00,0.00,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.93,1,0.46,0.81,0.00,0.00,1.40,1.21,0.00,0.00,1.27,0.53,0.32,0.69,0.15,0.06,0.00,0.00,0.03,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.93,1,0.56,0.67,0.00,0.00,1.32,1.01,0.00,0.00,1.30,0.71,0.19,0.67,0.08,0.02,0.00,0.00,0.06,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
