frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.82,1,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.90,0.50,0.12,0.00,0.00,0.00,0.00,0.20,1.07,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.00,0.00,0.02,0.00,0.74,0.00,0.00,1.04,0.39,0.06,0.00,0.00,0.07,0.00,0.42,1.11,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.00,0.00,0.02,0.00,0.68,0.00,0.00,1.13,0.38,0.02,0.00,0.00,0.14,0.00,0.50,0.97,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.93,1,0.00,0.00,0.00,0.05,0.60,0.00,0.00,1.15,0.39,0.00,0.00,0.00,0.26,0.00,0.51,0.78,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.93,1,0.00,0.00,0.00,0.06,0.56,0.00,0.00,1.21,0.38,0.00,0.00,0.01,0.26,0.02,0.56,0.60,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.93,1,0.00,0.00,0.02,0.06,0.47,0.03,0.00,1.36,0.28,0.00,0.00,0.01,0.38,0.05,0.57,0.55,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.93,1,0.00,0.00,0.07,0.08,0.42,0.03,0.00,1.54,0.23,0.00,0.00,0.01,0.34,0.10,0.51,0.48,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.93,1,0.00,0.00,0.12,0.24,0.31,0.03,0.00,1.64,0.16,0.00,0.00,0.05,0.45,0.16,0.38,0.47,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.93,1,0.00,0.05,0.12,0.38,0.27,0.22,0.00,1.63,0.15,0.00,0.00,0.05,0.28,0.18,0.21,0.41,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.93,1,0.00,0.13,0.12,0.31,0.15,0.37,0.00,1.52,0.17,0.00,0.00,0.05,0.32,0.20,0.10,0.43,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
