frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.00,0.00,0.00,0.83,0.31,0.69,0.18,0.25,0.29,0.00,0.00,1.53,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.00,0.00,0.00,0.64,0.42,0.99,0.25,0.50,0.12,0.00,0.00,1.14,0.00,0.22,0.07,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.00,0.00,0.00,0.46,0.46,0.96,0.28,0.72,0.02,0.00,0.00,0.78,0.00,0.21,0.24,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.03,0.00,0.00,0.28,0.42,0.55,0.30,0.84,0.00,0.00,0.04,0.63,0.00,0.14,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.10,0.00,0.00,0.15,0.35,0.28,0.33,0.83,0.00,0.00,0.12,0.56,0.00,0.10,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.82,1,0.24,0.00,0.00,0.05,0.32,0.09,0.26,0.73,0.00,0.00,0.15,0.62,0.00,0.05,1.08,0.00,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.82,1,0.34,0.00,0.00,0.00,0.31,0.01,0.13,0.61,0.00,0.00,0.11,0.65,0.00,0.03,1.27,0.00,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.82,1,0.39,0.00,0.00,0.00,0.36,0.01,0.02,0.56,0.00,0.00,0.03,0.71,0.00,0.00,1.29,0.00,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.82,1,0.27,0.00,0.00,0.00,0.45,0.00,0.00,0.58,0.00,0.00,0.00,0.67,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.88,1,0.21,0.00,0.00,0.00,0.55,0.00,0.00,0.77,0.00,0.03,0.00,0.53,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
