frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.73,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.00,0.13,0.00,0.00,0.59,0.47,0.00,0.67,0.29,0.00,0.06,0.32,0.00,0.00,0.62,1.06,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.82,1,0.00,0.45,0.00,0.00,0.69,0.47,0.00,0.95,0.37,0.00,0.18,0.57,0.00,0.00,0.94,1.53,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.27,0.60,0.00,0.00,0.41,0.33,0.07,0.80,0.25,0.00,0.22,0.74,0.17,0.00,1.01,1.38,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.73,0.68,0.00,0.00,0.24,0.32,0.10,0.57,0.12,0.00,0.47,0.80,0.29,0.00,0.93,1.16,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
6,0,0.167,0.88,1,1.22,0.51,0.01,0.00,0.16,0.56,0.13,0.43,0.04,0.00,0.46,0.90,0.50,0.00,1.10,1.07,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
7,0,0.200,0.88,1,1.45,0.56,0.13,0.00,0.17,0.79,0.06,0.34,0.00,0.00,0.61,0.86,0.53,0.00,1.15,1.05,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
8,0,0.234,0.82,1,1.53,0.55,0.24,0.01,0.15,0.79,0.04,0.39,0.00,0.00,0.55,1.14,0.63,0.00,1.41,1.13,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
9,0,0.267,0.88,1,1.61,0.80,0.34,0.04,0.18,0.91,0.01,0.45,0.02,0.00,0.71,1.28,0.59,0.00,1.24,1.34,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
10,0,0.300,0.82,1,1.33,0.63,0.21,0.04,0.15,1.35,0.00,0.42,0.02,0.12,1.45,1.61,0.64,0.09,0.93,1.32,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
11,0,0.334,0.82,1,0.84,0.42,0.10,0.02,0.12,1.41,0.00,0.38,0.02,0.35,1.43,1.82,0.65,0.11,0.44,1.07,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.82,1,0.27,0.02,0.00,0.00,0.30,1.85,0.08,0.21,0.10,0.47,1.32,1.81,0.48,0.15,0.12,0.48,0.01,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
13,0,0.400,0.88,1,0.05,0.00,0.05,0.00,0.58,1.80,0.30,0.18,0.31,0.75,0.66,1.76,0.24,0.16,0.00,0.15,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
14,0,0.434,0.82,1,0.00,0.00,0.05,0.00,0.81,1.97,0.38,0.08,0.40,0.52,0.43,1.39,0.00,0.14,0.00,0.00,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
15,0,0.467,0.88,1,0.00,0.00,0.23,0.00,0.90,1.69,0.30,0.06,0.45,0.40,0.28,1.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
16,0,0.501,0.88,1,0.00,0.00,0.18,0.00,0.97,1.38,0.08,0.00,0.51,0.07,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
17,0,0.534,0.88,1,0.00,0.00,0.22,0.00,1.18,1.46,0.00,0.00,0.77,0.07,0.00,0.43,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
18,0,0.567,0.93,1,0.00,0.00,0.05,0.00,1.42,1.37,0.00,0.00,1.00,0.22,0.00,0.24,0.00,0.00,0.26,0.28,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
19,0,0.601,0.88,1,0.00,0.00,0.05,0.00,1.61,1.59,0.00,0.00,1.11,0.20,0.00,0.12,0.00,0.00,0.59,0.57,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
20,0,0.634,0.82,1,0.00,0.00,0.01,0.00,1.77,1.42,0.35,0.11,1.32,0.60,0.00,0.12,0.00,0.00,0.57,0.54,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
21,0,0.667,0.88,1,0.00,0.00,0.01,0.00,1.81,1.31,0.69,0.11,1.47,0.65,0.00,0.32,0.00,0.00,0.35,0.29,0.06,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
22,0,0.701,0.88,1,0.00,0.00,0.00,0.00,1.89,1.34,0.89,0.22,1.67,0.72,0.00,0.32,0.00,0.00,0.01,0.02,0.06,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
23,0,0.734,0.82,1,0.00,0.00,0.00,0.00,1.94,1.36,0.69,0.24,1.65,0.43,0.00,0.20,0.00,0.00,0.01,0.03,0.08,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
24,0,0.767,0.88,1,0.00,0.00,0.00,0.00,2.01,1.33,0.39,0.31,1.70,0.38,0.00,0.00,0.00,0.00,0.00,0.03,0.23,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
25,0,0.801,0.88,1,0.00,0.00,0.00,0.00,1.77,0.69,0.19,0.20,1.58,0.59,0.00,0.06,0.00,0.00,0.00,0.08,0.55,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
26,0,0.834,0.88,1,0.00,0.00,0.00,0.00,1.46,0.41,0.30,0.07,1.22,0.57,0.00,0.06,0.00,0.05,0.00,0.07,0.63,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
27,0,0.868,0.88,1,0.00,0.00,0.08,0.00,1.17,0.32,0.27,0.00,0.87,0.41,0.00,0.06,0.00,0.05,0.00,0.07,0.52,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
28,0,0.901,0.82,1,0.00,0.00,0.08,0.00,0.93,0.32,0.31,0.02,0.43,0.09,0.00,0.00,0.00,0.12,0.00,0.15,0.37,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
29,0,0.934,0.88,1,0.00,0.00,0.08,0.00,0.78,0.22,0.08,0.14,0.25,0.05,0.00,0.02,0.00,0.23,0.00,0.16,0.30,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
30,0,0.968,0.88,1,0.00,0.00,0.00,0.00,0.64,0.00,0.06,0.21,0.14,0.23,0.00,0.02,0.00,0.32,0.00,0.35,0.26,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
31,0,1.001,0.88,1,0.00,0.00,0.00,0.00,0.77,0.00,0.02,0.29,0.31,0.28,0.00,0.02,0.00,0.27,0.06,0.30,0.09,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,1.034,0.93,1,0.00,0.00,0.00,0.00,0.97,0.00,0.00,0.30,0.55,0.33,0.00,0.00,0.00,0.11,0.17,0.35,0.05,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,1.068,0.98,1,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.31,0.61,0.37,0.00,0.07,0.00,0.03,0.17,0.31,0.28,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,1.101,0.98,1,0.00,0.00,0.00,0.00,1.22,0.22,0.02,0.27,0.69,0.55,0.00,0.10,0.20,0.02,0.23,0.37,0.43,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,0,1.134,0.98,1,0.00,0.00,0.16,0.00,1.19,0.61,0.17,0.21,0.73,0.53,0.00,0.15,0.26,0.02,0.19,0.54,0.51,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,0,1.168,0.88,1,0.00,0.00,0.35,0.00,1.07,0.73,0.24,0.31,0.96,0.43,0.00,0.10,0.28,0.00,0.34,0.58,0.26,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0,1.201,0.88,1,0.00,0.00,0.48,0.00,1.01,0.67,0.27,0.46,1.17,0.32,0.00,0.14,0.18,0.00,0.41,0.76,0.11,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,1.235,0.88,1,0.00,0.00,0.34,0.00,1.11,0.89,0.24,0.65,1.38,0.36,0.00,0.21,0.12,0.00,0.51,0.77,0.03,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
39,0,1.268,0.88,1,0.00,0.00,0.18,0.00,1.27,1.45,0.34,0.77,1.49,0.32,0.00,0.45,0.10,0.00,0.47,0.62,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
40,0,1.301,0.88,1,0.00,0.00,0.24,0.00,1.30,1.63,0.46,0.83,1.43,0.32,0.00,0.77,0.00,0.00,0.40,0.36,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
41,0,1.335,0.88,1,0.00,0.00,0.47,0.00,1.13,1.17,0.53,0.85,1.35,0.28,0.00,0.95,0.03,0.00,0.37,0.20,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
42,0,1.368,0.82,1,0.00,0.00,0.61,0.02,0.95,0.73,0.53,0.74,1.13,0.19,0.00,1.03,0.04,0.02,0.42,0.19,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
43,0,1.401,0.82,1,0.00,0.00,0.45,0.02,0.81,0.56,0.42,0.68,1.05,0.07,0.00,1.05,0.04,0.12,0.41,0.27,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
44,0,1.435,0.88,1,0.00,0.00,0.30,0.02,0.67,0.42,0.29,0.63,0.92,0.00,0.00,0.91,0.01,0.17,0.44,0.49,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
45,0,1.468,0.88,1,0.00,0.00,0.22,0.00,0.50,0.26,0.26,0.74,0.77,0.00,0.00,0.78,0.00,0.15,0.52,0.90,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
46,0,1.502,0.88,1,0.00,0.00,0.32,0.00,0.36,0.43,0.35,0.82,0.57,0.00,0.00,0.53,0.00,0.05,0.41,1.06,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
