frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.08,1,0.19,0.00,0.00,0.00,0.68,2.23,0.00,0.00,0.27,0.00,0.00,0.21,0.00,0.18,0.00,0.00,0.75,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
2,0,0.033,0.82,1,0.08,0.00,0.00,0.00,0.73,2.18,0.06,0.00,0.21,0.00,0.00,0.07,0.00,0.06,0.00,0.08,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
3,0,0.067,0.82,1,0.02,0.00,0.00,0.00,0.79,2.14,0.17,0.08,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.67,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.02,0.00,0.00,0.00,0.88,1.94,0.21,0.23,0.26,0.00,0.00,0.00,0.01,0.00,0.00,0.44,0.52,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.00,0.00,0.00,0.00,0.93,1.82,0.26,0.44,0.30,0.00,0.00,0.00,0.04,0.00,0.00,0.53,0.34,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.82,1,0.00,0.00,0.00,0.00,0.92,1.68,0.25,0.58,0.31,0.00,0.00,0.00,0.04,0.00,0.00,0.50,0.14,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.02,0.00,0.00,0.00,0.87,1.70,0.23,0.63,0.31,0.00,0.00,0.00,0.04,0.00,0.01,0.42,0.10,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.07,0.00,0.00,0.00,0.82,1.69,0.22,0.63,0.30,0.00,0.00,0.00,0.02,0.00,0.02,0.40,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.09,0.00,0.00,0.00,0.81,1.66,0.15,0.67,0.31,0.00,0.00,0.00,0.08,0.00,0.06,0.39,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.88,1,0.14,0.00,0.00,0.00,0.86,1.70,0.18,0.68,0.30,0.00,0.00,0.04,0.10,0.00,0.08,0.33,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
