frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.03,0.00,0.00,0.00,0.65,0.23,0.00,0.87,0.77,0.18,0.00,0.15,0.00,0.00,0.19,0.75,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.21,0.00,0.00,0.00,0.65,0.44,0.00,1.01,0.67,0.13,0.00,0.40,0.00,0.00,0.22,0.77,0.05,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.23,0.00,0.00,0.00,0.69,0.68,0.00,1.02,0.53,0.07,0.08,0.57,0.03,0.00,0.31,0.84,0.09,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.14,0.00,0.00,0.00,0.72,1.05,0.00,0.89,0.42,0.00,0.15,0.74,0.12,0.00,0.32,0.94,0.17,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.17,0.00,0.00,0.00,0.69,1.23,0.00,0.84,0.35,0.00,0.15,0.76,0.29,0.00,0.32,0.84,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.21,0.00,0.00,0.00,0.61,1.32,0.00,0.69,0.34,0.15,0.11,0.80,0.41,0.00,0.17,0.92,0.22,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.22,0.00,0.00,0.00,0.58,1.22,0.00,0.64,0.34,0.26,0.04,0.76,0.41,0.00,0.09,0.99,0.15,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.21,0.00,0.00,0.00,0.57,1.08,0.00,0.57,0.36,0.31,0.04,0.72,0.46,0.00,0.12,1.20,0.07,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.20,0.00,0.00,0.00,0.64,1.15,0.00,0.60,0.41,0.16,0.00,0.64,0.57,0.00,0.18,1.29,0.04,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.93,1,0.22,0.00,0.00,0.00,0.72,1.27,0.00,0.48,0.43,0.09,0.11,0.60,0.65,0.02,0.14,1.23,0.02,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
