frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.77,1,0.00,0.00,0.00,0.00,1.00,0.19,0.10,0.00,0.14,0.00,3.84,1.57,0.62,1.10,0.23,1.63,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
2,0,0.033,0.77,1,0.00,0.00,0.00,0.00,0.70,0.06,0.05,0.00,0.43,0.00,3.93,1.67,0.35,1.08,0.08,1.31,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
3,0,0.067,0.77,1,0.00,0.00,0.00,0.00,0.53,0.00,0.01,0.00,0.61,0.00,3.86,1.73,0.14,1.02,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
4,0,0.100,0.82,1,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.66,0.00,3.60,1.60,0.00,0.92,0.00,1.40,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
5,0,0.133,0.82,1,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.69,0.00,3.34,1.44,0.01,0.78,0.00,1.49,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
6,0,0.167,0.82,1,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.69,0.00,3.09,1.23,0.01,0.64,0.00,1.65,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7,0,0.200,0.82,1,0.00,0.00,0.00,0.00,0.69,0.09,0.00,0.00,0.72,0.00,2.55,1.09,0.01,0.50,0.00,1.97,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
8,0,0.234,0.82,1,0.00,0.00,0.00,0.00,0.73,0.17,0.00,0.00,0.72,0.00,2.07,1.03,0.00,0.41,0.00,2.21,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
9,0,0.267,0.82,1,0.00,0.00,0.00,0.00,0.76,0.27,0.00,0.00,0.73,0.00,1.77,1.06,0.00,0.29,0.00,2.16,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
10,0,0.300,0.82,1,0.00,0.02,0.00,0.00,0.75,0.29,0.00,0.00,0.74,0.00,1.75,1.15,0.00,0.23,0.00,2.05,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
