frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.77,1,0.00,0.05,0.00,0.00,0.31,0.00,0.28,0.00,0.00,0.00,0.27,0.85,0.50,0.38,0.00,0.95,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.77,1,0.00,0.05,0.00,0.00,0.46,0.00,0.39,0.00,0.01,0.00,0.32,1.26,0.61,0.44,0.00,1.45,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.77,1,0.02,0.02,0.00,0.00,0.50,0.00,0.38,0.00,0.01,0.00,0.07,1.30,0.76,0.27,0.09,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.77,1,0.02,0.00,0.00,0.00,0.52,0.00,0.26,0.00,0.01,0.00,0.07,1.31,0.62,0.12,0.24,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.77,1,0.02,0.00,0.00,0.00,0.58,0.00,0.22,0.00,0.03,0.00,0.02,1.35,0.70,0.10,0.36,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.77,1,0.00,0.00,0.00,0.00,0.60,0.00,0.22,0.00,0.04,0.00,0.00,1.20,0.54,0.06,0.36,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.77,1,0.00,0.00,0.00,0.00,0.61,0.00,0.24,0.00,0.05,0.00,0.03,1.20,0.50,0.05,0.31,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.77,1,0.00,0.00,0.00,0.00,0.59,0.00,0.22,0.00,0.02,0.00,0.03,1.16,0.40,0.00,0.26,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.77,1,0.00,0.00,0.00,0.00,0.57,0.00,0.19,0.00,0.01,0.00,0.12,1.31,0.40,0.00,0.17,1.48,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.77,1,0.00,0.00,0.00,0.00,0.55,0.00,0.13,0.00,0.00,0.00,0.18,1.32,0.36,0.02,0.13,1.38,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.77,1,0.00,0.00,0.00,0.00,0.53,0.00,0.14,0.00,0.00,0.00,0.26,1.42,0.38,0.05,0.14,1.32,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
13,0,0.400,0.77,1,0.00,0.00,0.00,0.00,0.50,0.00,0.13,0.00,0.00,0.00,0.33,1.49,0.38,0.08,0.20,1.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
14,0,0.434,0.77,1,0.00,0.00,0.00,0.00,0.50,0.00,0.16,0.00,0.00,0.00,0.39,1.61,0.38,0.07,0.19,1.29,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
15,0,0.467,0.77,1,0.00,0.00,0.00,0.00,0.49,0.00,0.10,0.00,0.04,0.00,0.49,1.54,0.28,0.04,0.18,1.28,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
