frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.03,1,0.00,0.00,0.00,0.00,0.42,1.01,0.00,0.00,0.00,0.00,4.31,0.58,0.00,0.00,0.76,3.70,0.53,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
2,0,0.033,0.88,1,0.00,0.00,0.00,0.00,0.43,1.33,0.00,0.00,0.00,0.00,4.73,0.45,0.03,0.03,0.53,3.75,0.33,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
3,0,0.067,0.88,1,0.00,0.00,0.00,0.00,0.41,1.29,0.00,0.00,0.00,0.00,4.96,0.55,0.06,0.03,0.27,3.65,0.16,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
4,0,0.100,0.88,1,0.00,0.00,0.00,0.00,0.35,1.06,0.00,0.00,0.00,0.00,4.93,0.75,0.05,0.01,0.17,3.60,0.10,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00
5,0,0.133,0.88,1,0.00,0.00,0.00,0.00,0.39,0.71,0.00,0.00,0.00,0.00,4.97,0.90,0.15,0.04,0.00,3.44,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00
6,0,0.167,0.88,1,0.06,0.01,0.00,0.00,0.39,0.58,0.00,0.00,0.00,0.00,4.97,0.95,0.25,0.08,0.00,3.33,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00
7,0,0.200,0.88,1,0.18,0.06,0.00,0.00,0.41,0.47,0.00,0.00,0.00,0.00,5.00,0.98,0.23,0.14,0.00,3.20,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00
8,0,0.234,0.88,1,0.23,0.12,0.00,0.00,0.37,0.57,0.00,0.00,0.00,0.00,5.00,1.16,0.19,0.19,0.00,3.12,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00
9,0,0.267,0.88,1,0.25,0.12,0.00,0.00,0.34,0.77,0.00,0.00,0.00,0.00,5.00,1.32,0.07,0.26,0.00,3.25,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00
10,0,0.300,0.88,1,0.18,0.07,0.00,0.00,0.24,0.80,0.00,0.00,0.00,0.00,5.00,1.35,0.07,0.25,0.00,3.20,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00
11,0,0.334,0.77,1,0.17,0.01,0.00,0.00,0.23,0.72,0.00,0.00,0.00,0.00,5.00,1.26,0.00,0.24,0.00,2.96,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00
12,0,0.367,0.77,1,0.10,0.05,0.00,0.00,0.31,0.59,0.00,0.00,0.00,0.00,5.00,1.16,0.18,0.31,0.00,2.15,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00
13,0,0.400,0.77,1,0.05,0.07,0.00,0.00,0.45,0.48,0.00,0.00,0.00,0.00,5.00,1.16,0.18,0.47,0.00,1.63,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00
14,0,0.434,0.77,1,0.36,0.07,0.00,0.00,0.63,0.76,0.21,0.05,0.12,0.00,3.33,0.79,0.18,0.39,0.55,0.98,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00
15,0,0.467,0.77,1,0.43,0.02,0.00,0.00,0.68,0.99,0.47,0.32,0.24,0.00,1.67,0.40,0.00,0.22,1.02,0.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
