frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.82,1,0.17,0.00,0.00,0.00,0.89,0.65,0.00,0.33,1.19,0.56,0.93,1.44,0.00,0.34,0.14,0.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2,0,0.033,0.82,1,0.06,0.00,0.00,0.00,0.81,0.24,0.00,0.22,1.00,0.81,0.31,1.53,0.00,0.60,0.07,0.69,0.13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
3,0,0.067,0.82,1,0.00,0.00,0.00,0.00,0.72,0.08,0.00,0.13,0.85,1.05,0.14,1.62,0.04,0.73,0.03,0.58,0.13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
4,0,0.100,0.82,1,0.00,0.00,0.00,0.00,0.64,0.17,0.00,0.06,0.76,1.05,0.26,1.54,0.13,0.66,0.00,0.42,0.13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
5,0,0.133,0.82,1,0.00,0.00,0.00,0.00,0.60,0.35,0.00,0.01,0.72,0.94,0.32,1.43,0.18,0.48,0.00,0.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.82,1,0.00,0.09,0.00,0.00,0.42,0.30,0.00,0.00,0.63,0.68,0.25,1.14,0.14,0.23,0.00,0.08,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.82,1,0.00,0.09,0.00,0.00,0.36,0.48,0.00,0.00,0.48,0.36,0.16,0.68,0.11,0.07,0.00,0.03,0.13,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.82,1,0.00,0.09,0.00,0.00,0.32,0.66,0.00,0.00,0.26,0.17,0.18,0.27,0.15,0.00,0.00,0.09,0.23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.82,1,0.00,0.00,0.00,0.00,0.45,1.07,0.00,0.00,0.15,0.00,0.17,0.00,0.31,0.00,0.00,0.12,0.35,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.82,1,0.00,0.00,0.00,0.00,0.47,1.05,0.00,0.00,0.14,0.00,0.15,0.00,0.40,0.00,0.00,0.18,0.38,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.88,1,0.00,0.00,0.00,0.00,0.54,0.76,0.00,0.00,0.22,0.00,0.07,0.00,0.49,0.00,0.00,0.15,0.48,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.88,1,0.00,0.00,0.00,0.00,0.54,0.42,0.00,0.00,0.32,0.00,0.00,0.00,0.34,0.00,0.00,0.10,0.51,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
