frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.93,1,0.00,0.00,0.00,0.00,0.43,1.57,0.24,0.00,0.09,0.00,0.00,0.03,0.25,0.27,0.00,0.09,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.98,1,0.00,0.00,0.00,0.00,0.18,0.56,0.08,0.13,0.09,0.00,0.00,0.15,0.11,0.14,0.00,0.24,0.05,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.98,1,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.24,0.09,0.00,0.00,0.25,0.08,0.05,0.01,0.38,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.98,1,0.02,0.00,0.00,0.00,0.04,0.00,0.00,0.42,0.18,0.00,0.00,0.31,0.10,0.00,0.01,0.54,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.98,1,0.02,0.03,0.00,0.00,0.01,0.15,0.01,0.50,0.19,0.00,0.07,0.28,0.18,0.00,0.06,0.50,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.93,1,0.05,0.03,0.00,0.00,0.03,0.39,0.04,0.61,0.23,0.00,0.15,0.26,0.28,0.00,0.06,0.53,0.03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.93,1,0.03,0.03,0.00,0.00,0.05,0.53,0.04,0.65,0.23,0.00,0.19,0.33,0.26,0.00,0.08,0.49,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.93,1,0.03,0.01,0.00,0.00,0.05,0.60,0.02,0.51,0.24,0.00,0.12,0.32,0.18,0.00,0.13,0.44,0.03,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.93,1,0.00,0.01,0.00,0.00,0.09,0.57,0.00,0.30,0.23,0.00,0.05,0.42,0.03,0.00,0.23,0.35,0.07,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.88,1,0.00,0.05,0.00,0.00,0.15,0.71,0.00,0.12,0.19,0.00,0.04,0.44,0.00,0.02,0.30,0.24,0.07,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.88,1,0.00,0.05,0.00,0.00,0.24,0.74,0.00,0.09,0.17,0.00,0.07,0.52,0.00,0.03,0.28,0.25,0.04,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.93,1,0.00,0.05,0.00,0.00,0.26,0.81,0.00,0.17,0.17,0.00,0.08,0.54,0.00,0.03,0.34,0.26,0.01,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.400,0.88,1,0.00,0.06,0.00,0.00,0.26,0.64,0.00,0.22,0.17,0.00,0.03,0.56,0.00,0.07,0.35,0.39,0.01,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
14,0,0.434,0.93,1,0.00,0.04,0.00,0.00,0.31,0.58,0.05,0.35,0.13,0.00,0.08,0.59,0.00,0.11,0.34,0.43,0.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
15,0,0.467,0.93,1,0.00,0.04,0.00,0.00,0.30,0.55,0.11,0.36,0.11,0.00,0.08,0.51,0.00,0.14,0.19,0.37,0.03,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
16,0,0.501,0.93,1,0.00,0.00,0.00,0.00,0.29,0.52,0.16,0.41,0.17,0.00,0.08,0.41,0.00,0.13,0.19,0.36,0.06,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
17,0,0.534,0.88,1,0.00,0.00,0.00,0.00,0.20,0.46,0.14,0.31,0.16,0.00,0.00,0.30,0.01,0.11,0.34,0.35,0.11,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.567,0.93,1,0.00,0.00,0.00,0.00,0.18,0.46,0.09,0.32,0.12,0.00,0.00,0.33,0.01,0.12,0.54,0.36,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.601,0.93,1,0.00,0.00,0.00,0.00,0.09,0.65,0.03,0.27,0.04,0.06,0.00,0.35,0.01,0.09,0.57,0.31,0.23,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.634,0.93,1,0.00,0.00,0.00,0.00,0.05,0.65,0.00,0.30,0.03,0.06,0.02,0.33,0.00,0.07,0.40,0.21,0.19,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.667,0.93,1,0.00,0.00,0.00,0.00,0.03,0.52,0.00,0.32,0.08,0.17,0.07,0.31,0.00,0.04,0.22,0.20,0.07,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,0.701,0.93,1,0.00,0.00,0.00,0.00,0.15,0.56,0.00,0.41,0.10,0.19,0.09,0.24,0.00,0.02,0.08,0.09,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,0,0.734,0.93,1,0.04,0.00,0.00,0.00,0.27,0.73,0.00,0.51,0.13,0.23,0.17,0.18,0.00,0.00,0.05,0.06,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,0,0.767,0.88,1,0.06,0.00,0.00,0.00,0.37,0.84,0.00,0.53,0.09,0.13,0.25,0.04,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,0,0.801,0.88,1,0.10,0.00,0.00,0.00,0.32,0.77,0.00,0.51,0.05,0.06,0.31,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,0,0.834,0.88,1,0.08,0.00,0.00,0.00,0.28,0.67,0.00,0.49,0.01,0.01,0.27,0.01,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.868,0.88,1,0.10,0.00,0.00,0.00,0.23,0.56,0.00,0.51,0.00,0.06,0.21,0.05,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.901,0.88,1,0.08,0.00,0.00,0.00,0.24,0.58,0.00,0.51,0.03,0.16,0.16,0.21,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.934,0.88,1,0.06,0.00,0.00,0.00,0.23,0.81,0.00,0.52,0.13,0.27,0.09,0.20,0.00,0.00,0.29,0.01,0.04,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.968,0.88,1,0.02,0.00,0.00,0.00,0.21,1.08,0.00,0.62,0.20,0.37,0.03,0.16,0.04,0.00,0.30,0.01,0.04,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,1.001,0.88,1,0.04,0.00,0.00,0.03,0.23,1.32,0.00,0.71,0.24,0.40,0.00,0.00,0.25,0.00,0.15,0.01,0.04,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,1.034,0.88,1,0.18,0.09,0.00,0.32,0.33,1.37,0.00,0.80,0.21,0.52,0.00,0.00,0.59,0.00,0.22,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,1.068,0.88,1,0.39,0.34,0.00,0.44,0.48,1.46,0.00,0.80,0.28,0.56,0.00,0.00,0.67,0.00,0.17,0.16,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
