frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.00,0.15,0.28,0.00,0.98,0.65,0.00,1.22,0.94,0.00,1.77,0.25,0.47,0.00,0.23,1.84,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
2,0,0.033,0.98,1,0.00,0.46,0.48,0.07,0.82,0.85,0.00,1.52,1.04,0.00,1.87,0.27,0.39,0.00,0.08,1.79,0.04,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
3,0,0.067,0.88,1,0.00,0.64,0.63,0.07,0.74,0.84,0.00,1.70,1.11,0.00,1.93,0.32,0.44,0.00,0.03,1.70,0.04,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
4,0,0.100,0.88,1,0.00,0.70,0.70,0.07,0.66,0.55,0.00,1.74,1.10,0.00,1.99,0.31,0.57,0.00,0.05,1.62,0.04,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
5,0,0.133,0.88,1,0.00,0.67,0.64,0.04,0.61,0.44,0.00,1.67,1.04,0.00,1.98,0.29,0.61,0.00,0.09,1.45,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
6,0,0.167,0.88,1,0.00,0.58,0.54,0.04,0.57,0.30,0.00,1.57,0.98,0.00,2.01,0.20,0.56,0.00,0.05,1.32,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
7,0,0.200,0.98,1,0.00,0.42,0.46,0.04,0.58,0.26,0.00,1.49,0.94,0.00,1.98,0.21,0.47,0.00,0.04,1.22,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
8,0,0.234,0.98,1,0.00,0.26,0.36,0.00,0.65,0.20,0.00,1.47,0.96,0.00,1.90,0.24,0.52,0.00,0.00,1.26,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
9,0,0.267,0.98,1,0.00,0.11,0.27,0.00,0.66,0.28,0.00,1.42,0.94,0.00,1.77,0.28,0.61,0.00,0.00,1.30,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
10,0,0.300,0.98,1,0.00,0.07,0.14,0.00,0.63,0.31,0.00,1.29,0.89,0.00,1.74,0.24,0.61,0.00,0.00,1.33,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
