frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.77,1,0.61,0.00,0.00,0.00,0.78,2.59,0.13,0.00,1.23,0.00,0.00,1.09,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
2,0,0.033,0.77,1,0.71,0.14,0.01,0.00,0.78,2.04,0.09,0.06,1.01,0.00,0.00,0.67,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
3,0,0.067,0.77,1,0.65,0.28,0.01,0.00,0.68,1.75,0.04,0.17,0.84,0.00,0.00,0.33,0.00,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
4,0,0.100,0.77,1,0.50,0.44,0.01,0.00,0.60,1.57,0.00,0.32,0.75,0.04,0.00,0.27,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
5,0,0.133,0.82,1,0.31,0.32,0.00,0.00,0.59,1.62,0.00,0.43,0.72,0.09,0.00,0.35,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
6,0,0.167,0.82,1,0.30,0.27,0.00,0.00,0.77,1.64,0.00,0.51,0.70,0.19,0.00,0.58,0.00,0.04,0.00,0.69,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
7,0,0.200,0.82,1,0.38,0.12,0.00,0.00,0.75,1.77,0.00,0.44,0.66,0.18,0.00,0.70,0.00,0.12,0.00,0.75,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.77,1,0.39,0.14,0.00,0.00,0.71,2.01,0.00,0.34,0.66,0.16,0.00,0.86,0.00,0.21,0.00,0.68,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.77,1,0.39,0.06,0.00,0.00,0.49,1.93,0.00,0.27,0.60,0.08,0.02,0.99,0.00,0.25,0.00,0.65,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.77,1,0.49,0.05,0.05,0.00,0.53,1.78,0.00,0.19,0.55,0.09,0.02,1.00,0.00,0.22,0.00,0.71,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
