frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.82,1,1.68,0.00,0.00,0.00,0.47,0.20,0.00,0.00,0.62,0.83,0.00,1.09,0.08,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
2,0,0.033,0.82,1,1.39,0.00,0.04,0.01,0.74,0.75,0.01,0.00,0.54,0.94,0.19,1.20,0.03,0.10,0.00,0.00,0.10,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
3,0,0.067,0.82,1,1.26,0.00,0.04,0.01,0.91,1.08,0.04,0.00,0.48,1.00,0.44,1.31,0.00,0.16,0.00,0.00,0.10,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
4,0,0.100,0.82,1,1.24,0.00,0.04,0.01,0.91,1.01,0.08,0.00,0.40,0.90,0.56,1.38,0.08,0.17,0.00,0.00,0.10,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
5,0,0.133,0.82,1,1.10,0.05,0.00,0.00,0.84,0.98,0.12,0.00,0.31,0.78,0.58,1.38,0.19,0.18,0.00,0.00,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.89,0.05,0.00,0.00,0.77,0.93,0.09,0.00,0.24,0.59,0.51,1.41,0.29,0.16,0.00,0.00,0.03,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.66,0.05,0.00,0.00,0.74,1.19,0.08,0.00,0.19,0.44,0.59,1.45,0.39,0.10,0.00,0.03,0.17,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.50,0.01,0.00,0.00,0.75,1.40,0.03,0.00,0.11,0.34,0.70,1.45,0.41,0.04,0.00,0.05,0.17,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.47,0.01,0.00,0.00,0.78,1.51,0.02,0.00,0.06,0.28,0.72,1.42,0.41,0.00,0.00,0.05,0.14,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.88,1,0.47,0.01,0.00,0.00,0.82,1.41,0.00,0.00,0.08,0.27,0.70,1.33,0.38,0.00,0.00,0.01,0.01,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.88,1,0.54,0.00,0.00,0.06,0.87,1.33,0.00,0.00,0.13,0.20,0.61,1.28,0.39,0.00,0.00,0.07,0.06,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.88,1,0.57,0.00,0.00,0.14,0.90,1.34,0.00,0.00,0.16,0.13,0.54,1.25,0.35,0.00,0.00,0.14,0.06,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.400,0.88,1,0.59,0.00,0.00,0.18,0.92,1.36,0.00,0.00,0.18,0.09,0.45,1.23,0.20,0.00,0.00,0.18,0.05,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.434,0.88,1,0.50,0.00,0.00,0.16,0.90,1.33,0.00,0.00,0.20,0.04,0.42,1.22,0.07,0.00,0.00,0.19,0.08,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.467,0.88,1,0.40,0.01,0.00,0.14,0.91,1.27,0.00,0.00,0.23,0.02,0.44,1.19,0.01,0.00,0.00,0.22,0.08,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,0.501,0.88,1,0.31,0.01,0.00,0.18,0.92,1.30,0.00,0.00,0.27,0.07,0.38,1.14,0.00,0.00,0.00,0.27,0.08,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,0.534,0.88,1,0.27,0.01,0.00,0.26,0.97,1.35,0.00,0.00,0.29,0.18,0.34,1.14,0.00,0.00,0.00,0.33,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.567,0.88,1,0.25,0.00,0.00,0.28,0.96,1.39,0.00,0.00,0.31,0.26,0.30,1.15,0.00,0.00,0.00,0.39,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.601,0.88,1,0.28,0.00,0.00,0.24,0.96,1.37,0.00,0.00,0.31,0.29,0.35,1.23,0.00,0.00,0.02,0.45,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
20,0,0.634,0.88,1,0.32,0.00,0.00,0.11,0.96,1.39,0.00,0.00,0.32,0.27,0.27,1.15,0.00,0.00,0.04,0.45,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
21,0,0.667,0.88,1,0.30,0.00,0.00,0.09,0.96,1.38,0.00,0.00,0.35,0.24,0.18,0.96,0.00,0.00,0.11,0.35,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
22,0,0.701,0.88,1,0.34,0.23,0.00,0.12,0.89,1.31,0.00,0.00,0.37,0.26,0.27,0.84,0.00,0.00,0.14,0.36,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
23,0,0.734,0.88,1,0.38,0.22,0.00,0.12,0.72,0.93,0.00,0.00,0.28,0.23,0.37,0.82,0.00,0.00,0.27,0.29,0.31,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
24,0,0.767,0.88,1,0.33,0.22,0.00,0.07,0.65,0.71,0.07,0.00,0.24,0.17,0.34,0.94,0.00,0.00,0.45,0.28,0.59,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
25,0,0.801,0.93,1,0.19,0.06,0.00,0.00,0.60,0.78,0.27,0.00,0.28,0.05,0.16,0.98,0.08,0.07,0.60,0.32,0.60,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,0,0.834,0.98,1,0.02,0.06,0.00,0.00,0.61,0.90,0.44,0.00,0.44,0.00,0.16,0.94,0.11,0.21,0.63,0.39,0.30,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.868,0.93,1,0.00,0.06,0.00,0.00,0.59,0.79,0.49,0.04,0.51,0.09,0.24,0.79,0.18,0.32,0.53,0.46,0.01,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.901,0.93,1,0.00,0.00,0.00,0.00,0.71,0.38,0.36,0.11,0.58,0.16,0.25,0.56,0.19,0.28,0.54,0.28,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.934,0.93,1,0.16,0.04,0.00,0.00,0.86,0.12,0.19,0.27,0.72,0.30,0.16,0.34,0.16,0.14,0.48,0.14,0.12,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.968,0.88,1,0.42,0.12,0.00,0.00,1.07,0.03,0.06,0.44,0.91,0.34,0.16,0.14,0.10,0.03,0.56,0.20,0.24,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,1.001,0.88,1,0.57,0.12,0.00,0.00,0.97,0.02,0.00,0.59,1.01,0.36,0.11,0.04,0.00,0.00,0.91,0.67,0.73,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
32,0,1.034,0.88,1,0.64,0.08,0.00,0.00,0.82,0.02,0.00,0.52,1.03,0.45,0.08,0.00,0.00,0.00,1.34,1.39,0.79,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
33,0,1.068,0.88,1,0.64,0.00,0.00,0.00,0.46,0.00,0.00,0.41,1.01,0.33,0.00,0.00,0.00,0.00,1.80,1.96,0.85,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
34,0,1.101,0.88,1,0.81,0.00,0.00,0.00,0.47,0.16,0.00,0.27,1.10,0.34,0.00,0.00,0.05,0.00,1.87,2.13,0.48,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
35,0,1.134,0.88,1,0.83,0.05,0.00,0.00,0.46,0.52,0.00,0.18,1.21,0.11,0.00,0.00,0.05,0.00,2.07,2.05,0.30,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
36,0,1.168,0.88,1,0.82,0.13,0.00,0.00,0.56,0.83,0.00,0.08,1.29,0.11,0.00,0.00,0.05,0.00,2.11,2.04,0.12,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
37,0,1.201,0.93,1,0.80,0.13,0.00,0.00,0.47,1.03,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,2.16,1.99,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
38,0,1.235,0.88,1,0.96,0.15,0.00,0.00,0.40,1.05,0.00,0.00,1.11,0.07,0.00,0.00,0.00,0.00,2.12,1.92,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
39,0,1.268,0.88,1,1.12,0.25,0.00,0.00,0.38,1.29,0.00,0.00,1.04,0.07,0.00,0.00,0.00,0.00,1.93,1.73,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
40,0,1.301,0.88,1,1.21,0.46,0.00,0.00,0.46,1.53,0.00,0.00,1.05,0.07,0.00,0.00,0.00,0.00,1.83,1.60,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
41,0,1.335,0.88,1,1.17,0.62,0.00,0.00,0.59,1.62,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,1.67,1.40,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
42,0,1.368,0.88,1,1.12,0.69,0.00,0.00,0.67,1.61,0.00,0.00,1.15,0.00,0.00,0.00,0.00,0.00,1.70,1.21,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
43,0,1.401,0.88,1,1.17,0.73,0.00,0.00,0.71,1.41,0.00,0.00,1.15,0.00,0.00,0.00,0.00,0.00,1.68,1.02,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
44,0,1.435,0.88,1,1.26,0.67,0.00,0.00,0.55,1.32,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,1.66,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
