frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.69,0.00,0.00,0.00,0.63,0.33,0.31,1.26,0.70,0.05,0.07,0.00,0.00,0.00,0.33,0.49,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.50,0.21,0.00,0.00,0.59,0.22,0.15,0.80,0.59,0.32,0.11,0.00,0.00,0.00,0.40,0.63,0.11,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.27,0.34,0.00,0.00,0.56,0.17,0.05,0.60,0.58,0.42,0.18,0.00,0.05,0.00,0.43,0.74,0.20,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.12,0.62,0.00,0.00,0.53,0.14,0.00,0.66,0.69,0.28,0.19,0.00,0.12,0.00,0.36,0.73,0.15,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.00,0.57,0.00,0.13,0.45,0.30,0.00,0.67,0.78,0.18,0.11,0.00,0.12,0.00,0.48,0.71,0.09,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.00,0.57,0.00,0.30,0.37,0.50,0.00,0.71,0.86,0.06,0.02,0.00,0.10,0.00,0.67,0.64,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.02,0.43,0.00,0.34,0.34,0.58,0.00,0.91,0.96,0.00,0.00,0.00,0.05,0.00,1.09,0.64,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.11,0.37,0.00,0.24,0.43,0.55,0.00,1.09,1.05,0.00,0.00,0.00,0.09,0.00,1.28,0.62,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.21,0.28,0.00,0.13,0.49,0.54,0.00,1.14,1.14,0.03,0.00,0.00,0.06,0.00,1.36,0.62,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
10,0,0.300,0.88,1,0.19,0.14,0.00,0.14,0.52,0.63,0.00,1.03,1.15,0.03,0.00,0.04,0.03,0.00,1.30,0.60,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
11,0,0.334,0.88,1,0.14,0.07,0.00,0.17,0.50,0.64,0.00,0.91,1.15,0.03,0.00,0.04,0.00,0.00,1.28,0.62,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
12,0,0.367,0.88,1,0.04,0.06,0.00,0.13,0.53,0.58,0.00,0.81,1.17,0.00,0.00,0.05,0.00,0.00,1.30,0.60,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
13,0,0.400,0.88,1,0.04,0.14,0.00,0.15,0.55,0.53,0.00,0.74,1.16,0.00,0.01,0.01,0.00,0.00,1.33,0.59,0.01,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
14,0,0.434,0.88,1,0.01,0.27,0.00,0.18,0.56,0.46,0.00,0.63,1.14,0.00,0.04,0.01,0.00,0.00,1.30,0.51,0.01,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
15,0,0.467,0.88,1,0.01,0.24,0.00,0.33,0.56,0.54,0.00,0.69,1.16,0.00,0.09,0.14,0.00,0.00,1.29,0.68,0.08,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
16,0,0.501,0.88,1,0.01,0.16,0.00,0.37,0.54,0.74,0.00,0.61,1.16,0.00,0.20,0.24,0.01,0.00,1.09,0.68,0.09,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
17,0,0.534,0.88,1,0.00,0.00,0.00,0.29,0.63,0.80,0.00,0.62,1.28,0.00,0.23,0.32,0.01,0.00,0.92,0.82,0.23,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
18,0,0.567,0.88,1,0.00,0.08,0.00,0.11,0.61,0.67,0.00,0.39,1.22,0.00,0.29,0.43,0.01,0.00,0.61,0.47,0.27,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
19,0,0.601,0.88,1,0.00,0.08,0.00,0.05,0.60,0.75,0.00,0.24,1.18,0.00,0.17,0.41,0.00,0.00,0.48,0.58,0.46,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
20,0,0.634,0.88,1,0.09,0.08,0.00,0.05,0.68,0.86,0.00,0.04,1.24,0.00,0.12,0.42,0.00,0.00,0.23,0.53,0.33,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
21,0,0.667,0.77,1,0.25,0.08,0.00,0.05,0.82,1.06,0.00,0.00,1.45,0.00,0.00,0.23,0.00,0.02,0.09,0.73,0.22,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
22,0,0.701,0.77,1,0.30,0.08,0.00,0.00,0.98,1.03,0.00,0.11,1.68,0.00,0.00,0.28,0.00,0.02,0.00,0.57,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
23,0,0.734,0.88,1,0.21,0.08,0.00,0.00,0.92,1.46,0.00,0.11,1.78,0.00,0.00,0.19,0.00,0.02,0.18,0.54,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
24,0,0.767,0.82,1,0.05,0.00,0.00,0.00,0.92,1.88,0.00,0.11,1.73,0.00,0.00,0.17,0.00,0.00,0.34,0.70,0.09,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
25,0,0.801,0.82,1,0.00,0.00,0.01,0.00,0.96,2.19,0.00,0.03,1.75,0.00,0.02,0.23,0.00,0.00,0.40,0.93,0.19,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
26,0,0.834,0.82,1,0.00,0.00,0.01,0.01,1.08,1.93,0.00,0.14,1.79,0.00,0.02,0.43,0.00,0.00,0.55,1.29,0.19,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
27,0,0.868,0.82,1,0.00,0.00,0.02,0.01,1.18,1.48,0.00,0.22,1.86,0.00,0.02,0.47,0.00,0.00,0.64,1.40,0.18,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
28,0,0.901,0.82,1,0.01,0.00,0.04,0.01,1.21,0.98,0.00,0.26,1.80,0.18,0.00,0.39,0.00,0.00,0.79,1.36,0.08,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
29,0,0.934,0.82,1,0.22,0.00,0.04,0.00,1.19,0.92,0.00,0.45,1.61,0.54,0.00,0.46,0.20,0.03,0.46,0.83,0.10,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
30,0,0.968,0.88,1,0.50,0.22,0.02,0.00,1.02,0.82,0.06,0.41,1.34,0.64,0.00,0.62,0.40,0.14,0.21,0.51,0.02,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,1.001,0.93,1,0.95,0.82,0.00,0.00,0.78,1.00,0.06,0.34,1.03,0.54,0.01,0.99,0.60,0.22,0.00,0.25,0.02,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,1.034,0.88,1,1.08,1.37,0.00,0.00,0.66,0.89,0.15,0.07,0.79,0.19,0.17,1.19,0.52,0.30,0.00,0.21,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,1.068,0.88,1,0.93,1.16,0.00,0.00,0.73,0.90,0.16,0.16,0.68,0.09,0.19,1.23,0.38,0.27,0.00,0.05,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,1.101,0.88,1,0.47,0.56,0.00,0.00,0.85,0.50,0.16,0.33,0.73,0.01,0.19,1.00,0.31,0.32,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,0,1.134,0.98,1,0.18,0.01,0.00,0.06,0.78,0.23,0.07,0.42,0.68,0.17,0.02,0.59,0.27,0.35,0.14,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,0,1.168,0.98,1,0.11,0.00,0.00,0.06,0.67,0.02,0.00,0.44,0.66,0.31,0.00,0.30,0.34,0.31,0.39,0.06,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0,1.201,0.98,1,0.13,0.00,0.00,0.06,0.63,0.02,0.00,0.42,0.55,0.41,0.00,0.08,0.32,0.31,0.61,0.06,0.07,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,1.235,0.93,1,0.11,0.16,0.00,0.00,0.72,0.26,0.00,0.43,0.60,0.24,0.00,0.08,0.25,0.22,0.67,0.12,0.17,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39,0,1.268,0.93,1,0.07,0.31,0.00,0.00,0.80,0.38,0.00,0.43,0.61,0.10,0.00,0.17,0.11,0.17,0.65,0.13,0.19,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,0,1.301,0.93,1,0.07,0.31,0.00,0.00,0.78,0.68,0.00,0.51,0.59,0.00,0.00,0.21,0.04,0.04,0.61,0.14,0.26,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41,0,1.335,0.93,1,0.16,0.17,0.00,0.00,0.70,0.67,0.00,0.59,0.57,0.16,0.00,0.19,0.12,0.00,0.42,0.21,0.16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,0,1.368,0.88,1,0.21,0.02,0.00,0.04,0.63,0.78,0.00,0.57,0.61,0.37,0.00,0.10,0.38,0.00,0.34,0.18,0.25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
