frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.03,1,0.00,0.00,0.00,0.00,0.98,1.25,0.00,0.00,0.42,0.00,1.02,0.00,0.00,0.00,0.31,0.79,0.27,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2,0,0.033,0.88,1,0.00,0.00,0.00,0.00,0.97,1.27,0.06,0.00,0.47,0.00,0.39,0.00,0.00,0.04,0.19,0.27,0.35,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.00,0.00,0.00,0.01,0.94,1.17,0.19,0.00,0.45,0.00,0.05,0.07,0.00,0.13,0.08,0.04,0.27,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.93,1,0.13,0.00,0.00,0.02,0.85,0.88,0.29,0.00,0.38,0.00,0.05,0.20,0.00,0.17,0.00,0.17,0.06,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.35,0.22,0.00,0.05,0.71,0.66,0.37,0.00,0.28,0.00,0.00,0.36,0.00,0.13,0.00,0.44,0.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.57,0.43,0.00,0.04,0.59,0.34,0.39,0.00,0.22,0.00,0.00,0.39,0.00,0.04,0.00,0.69,0.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.67,0.67,0.00,0.07,0.52,0.23,0.42,0.00,0.16,0.00,0.00,0.33,0.00,0.01,0.00,0.83,0.03,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.234,0.93,1,0.51,0.49,0.00,0.05,0.44,0.36,0.41,0.00,0.10,0.00,0.00,0.27,0.00,0.00,0.00,0.74,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.267,0.93,1,0.31,0.35,0.00,0.05,0.34,0.37,0.25,0.00,0.07,0.00,0.00,0.18,0.00,0.00,0.00,0.62,0.15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.93,1,0.08,0.10,0.00,0.02,0.29,0.29,0.13,0.00,0.05,0.00,0.00,0.19,0.00,0.00,0.00,0.34,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.93,1,0.07,0.06,0.00,0.00,0.30,0.14,0.00,0.00,0.06,0.00,0.00,0.18,0.00,0.00,0.00,0.18,0.05,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
