frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.00,0.00,0.00,0.00,0.50,1.10,0.27,0.81,1.10,0.09,0.00,0.94,0.00,0.11,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.98,1,0.00,0.00,0.00,0.00,0.53,0.74,0.09,0.97,1.20,0.24,0.00,0.81,0.00,0.10,0.29,0.32,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.00,0.00,0.00,0.00,0.52,0.62,0.00,1.05,1.26,0.27,0.00,0.60,0.14,0.06,0.51,0.77,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.00,0.00,0.00,0.00,0.57,0.88,0.00,1.06,1.28,0.13,0.00,0.26,0.28,0.00,0.72,1.05,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.00,0.00,0.00,0.00,0.56,1.18,0.00,0.98,1.22,0.12,0.00,0.16,0.31,0.00,0.67,1.17,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.00,0.00,0.00,0.00,0.53,1.47,0.00,1.01,1.18,0.05,0.00,0.18,0.16,0.00,0.60,1.05,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.00,0.00,0.00,0.00,0.41,1.65,0.00,1.09,1.10,0.05,0.00,0.17,0.09,0.00,0.56,0.85,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8,0,0.234,0.88,1,0.00,0.00,0.00,0.00,0.27,1.40,0.00,0.97,0.89,0.06,0.00,0.12,0.06,0.03,0.50,0.53,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
9,0,0.267,0.93,1,0.00,0.00,0.00,0.00,0.22,1.27,0.00,0.73,0.69,0.22,0.11,0.01,0.06,0.14,0.31,0.20,0.26,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.300,0.98,1,0.00,0.00,0.00,0.00,0.28,1.11,0.00,0.55,0.55,0.45,0.26,0.05,0.00,0.29,0.07,0.00,0.05,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.93,1,0.00,0.00,0.00,0.00,0.25,1.06,0.05,0.48,0.43,0.67,0.26,0.05,0.00,0.26,0.17,0.00,0.05,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.98,1,0.06,0.00,0.00,0.00,0.24,0.83,0.16,0.45,0.27,0.66,0.15,0.04,0.00,0.23,0.29,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.400,0.93,1,0.06,0.00,0.00,0.00,0.29,0.61,0.30,0.40,0.18,0.60,0.14,0.12,0.00,0.22,0.43,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.434,0.88,1,0.06,0.00,0.00,0.19,0.52,0.59,0.36,0.45,0.32,0.45,0.30,0.25,0.00,0.32,0.55,0.01,0.01,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.467,0.88,1,0.00,0.00,0.00,0.19,0.63,0.50,0.29,0.48,0.45,0.51,0.44,0.30,0.00,0.32,0.78,0.02,0.08,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,0.501,0.88,1,0.00,0.00,0.00,0.19,0.53,0.45,0.15,0.50,0.59,0.55,0.30,0.18,0.00,0.21,0.95,0.02,0.19,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,0.534,0.88,1,0.00,0.00,0.00,0.00,0.46,0.48,0.03,0.47,0.68,0.71,0.20,0.04,0.00,0.18,0.98,0.01,0.18,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.567,0.88,1,0.00,0.00,0.00,0.00,0.42,0.75,0.00,0.52,0.88,0.69,0.06,0.00,0.00,0.10,1.00,0.00,0.12,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.601,0.88,1,0.00,0.00,0.00,0.00,0.32,0.78,0.00,0.44,0.84,0.56,0.06,0.00,0.00,0.07,0.90,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.634,0.88,1,0.00,0.00,0.00,0.00,0.16,0.84,0.00,0.32,0.74,0.28,0.00,0.00,0.00,0.00,0.75,0.09,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.667,0.88,1,0.00,0.00,0.00,0.00,0.12,0.74,0.00,0.16,0.69,0.18,0.12,0.03,0.00,0.03,0.46,0.11,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,0.701,0.88,1,0.00,0.00,0.00,0.03,0.34,1.00,0.00,0.31,0.93,0.35,0.12,0.03,0.00,0.06,0.57,0.11,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,0,0.734,0.88,1,0.00,0.00,0.00,0.05,0.54,1.03,0.00,0.47,1.13,0.71,0.12,0.03,0.05,0.07,0.73,0.01,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,0,0.767,0.88,1,0.00,0.00,0.00,0.07,0.59,1.02,0.00,0.56,1.19,0.83,0.00,0.00,0.05,0.04,0.94,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,0,0.801,0.88,1,0.01,0.00,0.00,0.04,0.57,0.82,0.00,0.55,1.15,0.87,0.14,0.08,0.05,0.03,0.96,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,0,0.834,0.88,1,0.05,0.00,0.00,0.02,0.60,0.69,0.09,0.61,1.11,0.71,0.27,0.24,0.00,0.02,0.81,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.868,0.88,1,0.18,0.03,0.00,0.00,0.58,0.62,0.17,0.69,1.03,0.59,0.39,0.26,0.00,0.02,0.54,0.23,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.901,0.88,1,0.35,0.17,0.00,0.00,0.47,0.46,0.28,0.55,0.85,0.29,0.38,0.24,0.00,0.00,0.27,0.58,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.934,0.88,1,0.46,0.20,0.00,0.00,0.30,0.41,0.19,0.40,0.72,0.12,0.25,0.26,0.00,0.00,0.17,0.90,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.968,0.88,1,0.45,0.19,0.00,0.00,0.33,0.42,0.17,0.26,0.72,0.03,0.13,0.29,0.00,0.00,0.24,0.93,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,1.001,0.93,1,0.42,0.05,0.00,0.02,0.40,0.67,0.10,0.34,0.72,0.03,0.00,0.25,0.00,0.00,0.19,0.74,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,1.034,0.93,1,0.27,0.03,0.00,0.11,0.42,0.76,0.16,0.37,0.66,0.00,0.00,0.17,0.00,0.02,0.13,0.45,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,1.068,0.88,1,0.15,0.00,0.00,0.20,0.46,0.98,0.14,0.57,0.71,0.00,0.00,0.21,0.00,0.04,0.16,0.19,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,1.101,0.88,1,0.00,0.00,0.00,0.18,0.51,0.99,0.13,0.65,0.77,0.00,0.00,0.24,0.00,0.04,0.24,0.09,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,0,1.134,0.88,1,0.00,0.00,0.00,0.09,0.55,1.03,0.06,0.71,0.81,0.01,0.00,0.18,0.00,0.02,0.25,0.21,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,0,1.168,0.88,1,0.00,0.00,0.00,0.00,0.45,0.70,0.02,0.49,0.79,0.13,0.00,0.09,0.06,0.01,0.28,0.27,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0,1.201,0.88,1,0.02,0.00,0.00,0.00,0.41,0.57,0.00,0.39,0.80,0.18,0.00,0.05,0.06,0.01,0.45,0.27,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,1.235,0.88,1,0.13,0.00,0.00,0.00,0.44,0.57,0.00,0.28,0.91,0.27,0.00,0.06,0.06,0.01,0.54,0.11,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
