frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.03,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.82,1,0.00,0.00,0.00,0.00,0.27,0.36,0.00,0.16,0.85,0.17,0.00,0.11,0.00,0.02,0.00,0.00,0.69,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
3,0,0.067,0.77,1,0.00,0.00,0.00,0.01,0.35,0.36,0.00,0.21,1.24,0.35,0.00,0.25,0.00,0.04,0.00,0.00,1.25,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4,0,0.100,0.82,1,0.00,0.00,0.00,0.03,0.31,0.12,0.00,0.14,1.15,0.43,0.00,0.38,0.00,0.05,0.01,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
5,0,0.133,0.77,1,0.00,0.00,0.00,0.14,0.34,0.00,0.00,0.05,1.06,0.69,0.00,0.35,0.00,0.03,0.01,0.00,1.60,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
6,0,0.167,0.88,1,0.00,0.02,0.00,0.30,0.43,0.00,0.00,0.00,0.98,0.89,0.00,0.26,0.00,0.01,0.01,0.00,1.71,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
7,0,0.200,0.88,1,0.00,0.02,0.00,0.47,0.46,0.00,0.00,0.00,0.91,1.15,0.00,0.16,0.00,0.00,0.00,0.00,1.93,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8,0,0.234,0.77,1,0.00,0.07,0.00,0.47,0.51,0.00,0.00,0.00,0.89,1.14,0.00,0.13,0.00,0.00,0.00,0.00,2.02,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
9,0,0.267,0.77,1,0.00,0.05,0.00,0.30,0.50,0.00,0.00,0.00,0.88,1.19,0.00,0.17,0.00,0.00,0.00,0.00,2.08,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
10,0,0.300,0.77,1,0.00,0.05,0.00,0.12,0.58,0.00,0.00,0.00,1.00,1.21,0.00,0.17,0.00,0.00,0.01,0.00,1.83,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
11,0,0.334,0.77,1,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,1.09,1.12,0.00,0.16,0.00,0.00,0.02,0.00,1.55,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
12,0,0.367,0.77,1,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,1.22,1.05,0.00,0.08,0.00,0.00,0.02,0.00,1.13,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
13,0,0.400,0.77,1,0.00,0.00,0.00,0.00,0.72,0.10,0.00,0.00,1.25,1.04,0.04,0.10,0.00,0.00,0.01,0.00,0.95,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
14,0,0.434,0.77,1,0.00,0.08,0.00,0.00,0.67,0.19,0.00,0.00,1.31,1.17,0.04,0.09,0.00,0.00,0.01,0.00,0.91,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
15,0,0.467,0.77,1,0.00,0.08,0.00,0.00,0.65,0.41,0.00,0.14,1.34,1.29,0.04,0.08,0.00,0.00,0.01,0.00,0.94,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
