frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.03,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.00,0.00,0.00,0.00,0.31,1.00,0.00,1.33,0.22,0.00,3.33,0.09,0.00,0.00,1.96,0.00,0.18,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.00,0.00,0.00,0.00,0.45,1.51,0.00,2.01,0.31,0.00,4.72,0.19,0.00,0.00,2.99,0.00,0.21,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.00,0.00,0.00,0.00,0.45,1.46,0.00,2.11,0.34,0.00,4.59,0.30,0.00,0.00,3.04,0.06,0.15,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
5,0,0.133,0.88,1,0.00,0.00,0.00,0.00,0.42,1.52,0.00,2.21,0.34,0.00,4.09,0.28,0.00,0.00,3.02,0.10,0.14,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
6,0,0.167,0.88,1,0.00,0.00,0.00,0.00,0.43,1.70,0.00,2.20,0.40,0.00,3.69,0.22,0.00,0.00,2.84,0.10,0.24,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7,0,0.200,0.88,1,0.00,0.00,0.00,0.00,0.48,1.84,0.00,2.12,0.34,0.00,3.19,0.10,0.00,0.00,2.65,0.16,0.38,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
8,0,0.234,0.88,1,0.00,0.00,0.00,0.00,0.51,1.89,0.00,1.90,0.32,0.00,3.08,0.03,0.00,0.00,2.55,0.13,0.37,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
9,0,0.267,0.88,1,0.00,0.00,0.00,0.00,0.54,1.84,0.00,1.70,0.30,0.00,2.82,0.00,0.00,0.00,2.39,0.19,0.32,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
10,0,0.300,0.88,1,0.00,0.00,0.00,0.00,0.56,1.90,0.00,1.58,0.37,0.00,3.00,0.00,0.00,0.00,2.19,0.08,0.18,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.334,0.88,1,0.00,0.00,0.00,0.00,0.51,1.93,0.00,1.38,0.39,0.00,3.20,0.00,0.00,0.00,1.95,0.07,0.11,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.88,1,0.00,0.00,0.01,0.00,0.47,1.81,0.00,1.14,0.26,0.00,4.14,0.00,0.00,0.08,1.64,0.00,0.03,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.400,0.88,1,0.00,0.00,0.01,0.00,0.44,1.75,0.00,0.93,0.21,0.00,4.60,0.00,0.00,0.22,1.28,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.434,0.88,1,0.00,0.00,0.01,0.00,0.48,1.64,0.04,0.88,0.16,0.00,5.00,0.00,0.00,0.24,0.80,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
15,0,0.467,0.88,1,0.00,0.00,0.00,0.00,0.49,1.58,0.21,0.99,0.17,0.00,5.00,0.00,0.00,0.34,0.43,0.00,0.05,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
