frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.22,0.00,0.00,0.33,0.86,2.08,0.00,0.59,0.61,0.24,0.41,0.64,0.23,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2,0,0.033,0.88,1,0.52,0.00,0.00,0.11,0.76,1.86,0.00,0.34,0.48,0.25,0.43,0.50,0.14,0.00,0.03,1.17,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
3,0,0.067,0.88,1,0.78,0.00,0.00,0.00,0.70,1.72,0.00,0.15,0.41,0.34,0.39,0.30,0.06,0.00,0.16,1.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
4,0,0.100,0.88,1,0.94,0.00,0.00,0.00,0.76,1.90,0.00,0.04,0.43,0.46,0.24,0.17,0.06,0.00,0.30,0.86,0.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
5,0,0.133,0.82,1,1.07,0.00,0.00,0.00,0.76,1.91,0.00,0.00,0.37,0.46,0.09,0.11,0.06,0.00,0.32,0.71,0.01,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
6,0,0.167,0.82,1,1.18,0.00,0.00,0.00,0.76,1.96,0.00,0.00,0.25,0.46,0.00,0.16,0.06,0.00,0.27,0.55,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
7,0,0.200,0.82,1,1.09,0.00,0.00,0.00,0.71,1.76,0.00,0.01,0.18,0.44,0.00,0.15,0.02,0.00,0.37,0.48,0.23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
8,0,0.234,0.82,1,0.95,0.00,0.00,0.00,0.75,1.83,0.04,0.01,0.18,0.45,0.00,0.10,0.00,0.00,0.49,0.49,0.31,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
9,0,0.267,0.82,1,0.63,0.00,0.00,0.00,0.93,1.65,0.08,0.13,0.27,0.50,0.00,0.11,0.00,0.00,0.41,0.56,0.20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
10,0,0.300,0.82,1,0.52,0.00,0.00,0.00,1.08,1.45,0.12,0.26,0.27,0.51,0.00,0.14,0.00,0.00,0.17,0.62,0.08,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
11,0,0.334,0.82,1,0.36,0.00,0.00,0.00,1.16,1.03,0.08,0.40,0.32,0.45,0.00,0.21,0.00,0.03,0.00,0.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
12,0,0.367,0.88,1,0.34,0.00,0.00,0.00,1.11,0.83,0.04,0.37,0.36,0.36,0.00,0.23,0.00,0.09,0.00,0.24,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
13,0,0.400,0.88,1,0.30,0.00,0.00,0.00,1.03,0.85,0.00,0.30,0.35,0.28,0.00,0.18,0.00,0.09,0.10,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
14,0,0.434,0.82,1,0.47,0.07,0.00,0.00,1.00,0.72,0.00,0.30,0.46,0.19,0.00,0.12,0.00,0.06,0.59,0.61,0.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
15,0,0.467,0.82,1,0.55,0.07,0.00,0.00,1.02,0.88,0.00,0.25,0.50,0.07,0.00,0.07,0.00,0.00,1.03,0.93,0.15,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
16,0,0.501,0.82,1,0.67,0.07,0.00,0.00,1.02,0.78,0.00,0.22,0.54,0.04,0.00,0.04,0.00,0.00,1.49,1.24,0.15,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
17,0,0.534,0.82,1,0.62,0.00,0.00,0.01,1.08,0.96,0.00,0.22,0.42,0.03,0.00,0.03,0.00,0.00,1.66,1.35,0.12,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
18,0,0.567,0.82,1,0.44,0.00,0.00,0.01,1.09,0.98,0.00,0.30,0.57,0.08,0.00,0.03,0.03,0.07,1.34,1.09,0.13,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
19,0,0.601,0.88,1,0.21,0.00,0.00,0.01,1.13,1.10,0.00,0.35,0.86,0.06,0.00,0.14,0.03,0.27,0.88,0.64,0.32,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
