frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.82,1,0.00,0.00,0.00,0.00,1.17,1.81,0.00,0.30,1.01,0.92,0.00,0.00,0.00,0.00,0.03,2.75,0.57,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2,0,0.033,0.88,1,0.00,0.00,0.00,0.00,1.19,1.70,0.00,0.21,1.05,1.00,0.00,0.00,0.00,0.00,0.06,2.79,0.61,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
3,0,0.067,0.82,1,0.00,0.00,0.00,0.00,1.21,1.61,0.00,0.12,1.04,0.87,0.00,0.00,0.00,0.00,0.23,2.61,0.61,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
4,0,0.100,0.88,1,0.00,0.00,0.00,0.00,1.15,1.40,0.00,0.09,1.08,0.74,0.00,0.00,0.00,0.00,0.47,2.53,0.32,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
5,0,0.133,0.88,1,0.00,0.00,0.00,0.00,0.90,1.22,0.00,0.02,1.07,0.64,0.00,0.00,0.00,0.00,0.68,2.32,0.19,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
6,0,0.167,0.88,1,0.00,0.00,0.00,0.00,0.71,1.21,0.00,0.01,0.98,0.55,0.00,0.00,0.00,0.00,0.61,2.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
7,0,0.200,0.82,1,0.04,0.13,0.00,0.00,0.56,1.49,0.00,0.00,0.82,0.47,0.00,0.08,0.00,0.00,0.44,1.63,0.02,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
8,0,0.234,0.88,1,0.04,0.13,0.01,0.00,0.73,2.06,0.00,0.05,0.68,0.23,0.00,0.18,0.08,0.00,0.25,1.61,0.05,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
9,0,0.267,0.88,1,0.04,0.13,0.06,0.00,0.88,2.50,0.00,0.21,0.66,0.14,0.00,0.18,0.14,0.00,0.23,1.98,0.05,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
10,0,0.300,0.88,1,0.00,0.00,0.06,0.00,1.08,2.60,0.00,0.35,0.60,0.00,0.00,0.09,0.49,0.00,0.25,2.45,0.03,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
